"","Sex","First.Gen","Financial.Aid","Distance","Quaker","Athlete","Legacy","Num.Visits","Num.Virtual","Percent.Click","Interest.Area"
"2612","F",0,1,147.167499495654,0,1,0,1,0,0.00793650793650794,"NatSci"
"2613","F",1,1,2008.03253685301,0,0,0,1,0,0.125,"Undecided"
"2614","M",0,1,286.688269745145,0,1,0,1,0,0.0421052631578947,"NatSci"
"2615","M",0,1,1947.0029434569,0,0,0,1,0,0.037037037037037,"Inter"
"2616","F",1,1,180.237644839387,0,0,0,0,0,0,"NatSci"
"2617","F",0,0,68.5709566785575,0,0,0,1,0,0.00970873786407767,"NatSci"
"2618","M",0,1,847.290337971126,0,1,0,0,0,0.0266666666666667,"NatSci"
"2619","M",0,1,478.564012723976,0,1,0,0,0,0,"SocSci"
"2620","M",0,0,58.1946406193185,0,0,0,0,0,0,"SocSci"
"2621","M",1,1,180.497891841845,0,1,0,0,0,0.0158730158730159,"Undecided"
"2622","F",0,0,357.036615760883,0,1,0,0,0,0.05,"NatSci"
"2623","F",1,1,119.834276398157,0,0,0,1,0,0.00900900900900901,"NatSci"
"2624","F",1,1,200.298227406926,0,0,0,0,0,0.0303030303030303,"Undecided"
"2625","F",1,1,920.59092906757,0,0,1,0,0,0.0869565217391304,"NatSci"
"2626","F",0,1,427.991503791451,0,0,0,1,0,0.161290322580645,"SocSci"
"2627","F",0,0,1888.90389256137,0,0,0,0,1,0.01,"Inter"
"2628","M",0,1,843.059787777551,0,1,0,0,1,0,"NatSci"
"2629","M",0,1,68.3990632045375,0,1,0,0,0,0.114285714285714,"Undecided"
"2630","F",0,1,61.2200593088832,0,1,0,1,0,0,"NatSci"
"2631","F",0,0,380.494778171836,0,0,0,0,0,0.0392156862745098,"SocSci"
"2632","M",0,1,69.4772920435792,0,1,0,0,0,0,"NatSci"
"2633","M",1,1,742.169786858566,0,1,0,1,0,0.0208333333333333,"Undecided"
"2634","F",1,1,535.548569244863,0,0,0,0,0,0.00806451612903226,"NatSci"
"2635","M",0,0,235.571657518987,0,0,0,0,0,0.0235294117647059,"SocSci"
"2636","M",1,1,208.753881403418,0,1,0,1,0,0.0297029702970297,"NatSci"
"2637","F",1,1,39.651101130578,0,0,1,0,0,0.016260162601626,"NatSci"
"2638","F",0,1,196.355570822252,0,0,0,0,0,0.0555555555555556,"NatSci"
"2639","F",0,1,62.8684813080752,0,0,0,0,0,0.0179640718562874,"SocSci"
"2640","M",0,1,393.973768771615,0,0,0,0,0,0,"NatSci"
"2641","M",1,1,201.835583479858,0,1,0,0,0,0,"SocSci"
"2642","M",0,1,225.90121914676,0,1,1,1,0,0.00699300699300699,"Undecided"
"2643","F",0,1,199.985512421088,0,0,0,0,0,0,"Humanities"
"2644","F",0,1,99.9315220308335,0,1,1,0,0,0,"NatSci"
"2645","F",0,1,651.555091867205,0,1,0,0,0,0.0465116279069767,"SocSci"
"2646","F",0,1,65.0706336610595,0,0,0,0,0,0.03125,"Undecided"
"2647","F",0,1,679.927357110791,0,0,1,1,0,0.0344827586206897,"SocSci"
"2648","F",1,0,58.3665358873575,0,0,0,0,0,0,"NatSci"
"2649","F",0,1,417.157152028607,0,0,0,0,0,0.0754716981132075,"Humanities"
"2650","M",1,1,429.927061154583,0,1,0,1,0,0,"Undecided"
"2651","F",0,1,105.020669793262,0,0,0,2,0,0,"Undecided"
"2652","F",1,1,441.565868167074,0,0,0,0,0,0.0263157894736842,"NatSci"
"2653","F",0,1,73.5082705926995,0,0,0,0,0,0.1,"NatSci"
"2654","F",0,0,579.42346088336,0,0,1,1,0,0.0625,"NatSci"
"2655","F",0,1,186.691050058222,0,0,0,0,0,0.111111111111111,"SocSci"
"2656","F",1,1,1206.35364628417,0,0,0,0,0,0.00854700854700855,"SocSci"
"2657","M",0,1,424.919002011031,0,1,0,1,0,0.217391304347826,"Humanities"
"2658","F",0,1,2016.80306508403,0,1,0,0,0,0.0980392156862745,"Undecided"
"2659","F",0,1,1955.19080591231,0,0,0,0,0,0.0425531914893617,"SocSci"
"2660","F",1,1,70.0877996332626,0,0,0,0,0,0,"SocSci"
"2661","M",0,1,160.243860001676,0,0,0,0,0,0.0441176470588235,"NatSci"
"2662","F",1,1,58.4045178922845,0,0,0,1,0,0.0229007633587786,"Undecided"
"2663","M",1,1,57.7584527909774,0,1,0,1,0,0,"NatSci"
"2664","M",0,1,820.706944706676,0,1,0,2,0,0.333333333333333,"Humanities"
"2665","F",0,1,113.745622889142,0,1,0,1,0,0,"SocSci"
"2666","M",0,1,925.955737615238,0,0,1,1,0,0.0384615384615385,"Undecided"
"2667","M",0,0,111.892020717969,0,1,0,0,0,0,"NatSci"
"2668","F",0,0,62.931811077067,0,0,0,0,0,0.015625,"NatSci"
"2669","F",0,1,536.810898170228,0,0,0,0,0,0.107142857142857,"NatSci"
"2670","M",0,1,447.35675488837,0,0,1,0,0,0,"NatSci"
"2671","F",1,1,84.5765201602484,0,0,0,0,0,0.00571428571428571,"SocSci"
"2672","F",1,1,913.6979392209,0,0,0,0,0,0,"SocSci"
"2673","F",0,1,435.839286508135,0,1,0,1,0,0.773584905660377,"SocSci"
"2674","M",0,1,798.237378983484,0,0,0,0,0,0.0133333333333333,"NatSci"
"2675","M",1,1,922.723581450092,0,0,0,0,0,0.166666666666667,"Undecided"
"2676","M",0,1,36.1369891437919,0,1,0,1,0,0.0506329113924051,"SocSci"
"2677","M",1,1,540.85216775172,0,1,0,0,0,0.0357142857142857,"NatSci"
"2678","M",0,1,71.9279516695988,0,1,0,1,0,0.0185185185185185,"SocSci"
"2679","F",0,0,1889.73672798313,0,0,0,0,0,0.0303030303030303,"SocSci"
"2680","M",1,1,78.7002123239164,0,0,0,0,0,0,"Humanities"
"2681","F",0,1,1954.00741847722,0,1,0,1,0,0.153846153846154,"NatSci"
"2682","M",0,1,401.273356046262,0,0,0,0,0,0.0104166666666667,"SocSci"
"2683","M",0,0,63.5987114073504,0,0,0,0,0,0.0458715596330275,"NatSci"
"2684","M",1,1,415.787098413556,0,1,0,0,0,0.0188679245283019,"Undecided"
"2685","F",0,1,1382.49141805036,0,0,0,1,0,0.196969696969697,"SocSci"
"2686","M",1,0,253.779878143297,0,0,0,0,0,0,"NatSci"
"2687","F",0,1,72.632160746167,0,1,0,1,0,0.00892857142857143,"NatSci"
"2688","M",0,0,204.106325016842,0,1,0,0,0,0.0285714285714286,"SocSci"
"2689","M",0,1,1542.34240214975,0,1,0,0,0,0,"NatSci"
"2690","M",0,1,97.5235212503577,0,1,0,2,0,0.0882352941176471,"SocSci"
"2691","F",0,0,1073.65177947493,0,1,0,0,0,0,"NatSci"
"2692","F",0,1,33.4441250495804,0,0,0,0,0,0.0204081632653061,"NatSci"
"2693","F",1,1,34.8729457679752,0,0,0,1,0,0.172413793103448,"NatSci"
"2694","F",1,1,1880.08145106304,0,0,0,0,0,0,"NatSci"
"2695","F",0,1,887.710746741108,0,0,0,0,0,0.0272727272727273,"Arts"
"2696","F",1,1,36.1081319613284,0,0,0,0,0,0,"NatSci"
"2697","M",1,1,192.079758709817,0,0,0,0,0,0,"SocSci"
"2698","M",0,1,419.014265531987,0,1,0,1,0,0.4,"NatSci"
"2699","M",0,0,74.0388601904418,0,0,0,0,0,0.0185185185185185,"NatSci"
"2700","M",0,1,2018.29330512921,0,0,0,1,0,0.15625,"Inter"
"2701","F",0,0,916.854626865759,0,0,0,0,0,0.131147540983607,"SocSci"
"2702","F",0,1,102.698978577773,0,0,0,1,0,0.0180722891566265,"SocSci"
"2703","F",1,1,208.407396322082,0,1,0,0,0,0.294117647058824,"SocSci"
"2704","F",0,1,68.7721721953936,0,0,0,0,0,0.00925925925925926,"NatSci"
"2705","F",1,1,232.719052225957,0,0,0,0,0,0.152542372881356,"Inter"
"2706","F",1,1,903.442241628071,0,0,0,1,0,0.478260869565217,"SocSci"
"2707","M",0,0,1089.87475415539,0,1,0,0,0,0.0597014925373134,"SocSci"
"2708","M",0,1,102.042471536479,0,0,0,0,0,0,"Arts"
"2709","M",1,1,677.547508559242,0,0,0,1,0,0.00854700854700855,"SocSci"
"2710","M",0,1,401.684313978981,0,1,0,1,0,0.00934579439252336,"SocSci"
"2711","F",1,1,82.8312920522011,0,1,1,0,0,0.0144927536231884,"NatSci"
"2712","F",0,1,99.0129271428258,0,1,0,1,0,0.0196078431372549,"NatSci"
"2713","F",1,0,920.069699030994,0,0,0,0,0,0.0526315789473684,"NatSci"
"2714","M",0,1,376.186357279716,0,1,0,0,0,0.0476190476190476,"NatSci"
"2715","F",0,0,911.363422388887,0,0,0,0,0,0.0273972602739726,"SocSci"
"2716","M",0,1,123.033382262342,0,0,0,1,0,0.0350877192982456,"NatSci"
"2717","M",0,1,40.5965106012124,0,0,0,1,0,0.115384615384615,"NatSci"
"2718","F",1,1,1877.84606132816,0,0,0,0,0,0.0752688172043011,"NatSci"
"2719","M",0,0,599.586173165207,0,1,0,0,0,0.087719298245614,"SocSci"
"2720","F",0,1,1047.74502970675,0,0,1,0,0,0.0857142857142857,"SocSci"
"2721","F",1,1,1205.72053244422,0,0,0,0,0,0.0579710144927536,"Arts"
"2722","F",0,1,426.076347122837,0,0,0,0,3,0.0692307692307692,"Undecided"
"2723","F",1,1,52.4685407716977,0,1,0,1,0,0.0465116279069767,"NatSci"
"2724","M",1,1,1210.30298562076,0,1,0,0,0,0.0113636363636364,"NatSci"
"2725","M",1,1,80.4519753195325,0,1,0,0,0,0,"NatSci"
"2726","F",0,1,123.124171060187,0,1,0,0,0,0,"SocSci"
"2727","M",0,1,212.827722781089,0,1,0,1,0,0.0303030303030303,"SocSci"
"2728","M",0,1,711.783348447786,0,1,0,0,0,0.235294117647059,"Inter"
"2729","F",0,1,906.610512869496,0,1,0,1,0,0.0588235294117647,"NatSci"
"2730","F",1,1,65.0091481030277,0,1,0,1,0,0.206521739130435,"Inter"
"2731","F",1,1,111.973453405862,0,0,0,0,0,0.142857142857143,"Humanities"
"2732","M",1,1,916.733198346398,0,0,0,0,0,0.0490196078431373,"NatSci"
"2733","F",1,1,73.1072725175452,0,0,0,0,0,0,"Undecided"
"2734","F",1,1,1218.47175296757,0,0,0,0,0,0.0365853658536585,"Undecided"
"2735","M",1,1,202.00917252141,0,0,0,0,0,0,"SocSci"
"2736","F",0,1,123.72978855623,0,1,0,1,0,0,"Undecided"
"2737","M",1,1,137.732125810309,0,0,0,0,0,0.0238095238095238,"Arts"
"2738","F",1,1,1240.32983175388,0,0,0,0,0,0.04,"Inter"
"2739","M",0,0,427.554660555298,0,1,0,1,0,0.157894736842105,"NatSci"
"2740","M",0,1,196.202538471359,0,0,0,0,0,0,"NatSci"
"2741","F",1,1,701.222601823182,0,0,0,0,0,0.0701754385964912,"NatSci"
"2742","M",1,1,1566.24080968816,0,0,0,0,0,0,"SocSci"
"2743","M",0,1,174.002700138847,0,1,0,0,0,0.0526315789473684,"SocSci"
"2744","F",1,1,62.1082991514297,0,0,0,0,0,0.0434782608695652,"SocSci"
"2745","M",0,0,973.120710801672,0,0,0,0,0,0.0392156862745098,"SocSci"
"2746","M",0,1,43.8264710110578,0,0,0,0,0,0.0377358490566038,"NatSci"
"2747","F",0,1,162.356707855213,0,1,0,0,0,0,"NatSci"
"2748","F",0,1,316.977446762653,0,0,0,0,0,0.0555555555555556,"Inter"
"2749","M",0,0,108.180282210273,0,1,0,1,0,0,"Inter"
"2750","F",0,1,190.919315735315,0,0,0,0,0,0.0192307692307692,"Arts"
"2751","M",1,1,407.124250794353,0,1,0,1,0,0.0235294117647059,"NatSci"
"2752","M",0,1,33.8359698958557,0,0,0,0,0,0.0512820512820513,"NatSci"
"2753","F",0,1,52.7519758653866,0,1,0,1,0,0.0555555555555556,"SocSci"
"2754","M",0,0,1995.04045191859,0,1,0,1,0,0.0344827586206897,"NatSci"
"2755","F",0,0,428.299765976156,0,1,0,1,0,0.109375,"NatSci"
"2756","F",0,1,1005.84783215154,0,0,0,1,0,0.181818181818182,"Undecided"
"2757","F",1,1,636.909380210862,0,1,0,0,0,0.04,"Undecided"
"2758","M",0,0,179.707837890174,0,0,0,0,0,0.05,"NatSci"
"2759","F",0,0,40.4985284817984,0,0,0,0,0,0.0714285714285714,"SocSci"
"2760","M",0,0,79.440606353046,0,1,0,1,0,0,"NatSci"
"2761","M",0,0,107.400484429556,0,0,0,0,0,0.0152671755725191,"NatSci"
"2762","M",0,1,371.33100798093,0,1,0,1,0,0.846153846153846,"NatSci"
"2763","M",0,1,734.000582250871,0,0,0,1,0,0.181818181818182,"Humanities"
"2764","F",0,0,2017.90231421823,0,0,0,0,0,0.222222222222222,"Humanities"
"2765","M",0,1,818.775879536756,0,1,0,0,0,0,"SocSci"
"2766","M",1,1,103.92934624161,0,1,0,1,0,0.0192307692307692,"SocSci"
"2767","F",0,0,47.4551085493245,0,1,0,1,0,0.00793650793650794,"NatSci"
"2768","F",0,0,1882.55554725363,0,0,0,1,0,0.260869565217391,"SocSci"
"2769","M",1,1,117.323863944167,0,1,0,0,0,0,"SocSci"
"2770","F",0,0,410.349468785924,0,0,0,0,0,0.0178571428571429,"Inter"
"2771","F",0,1,59.0324731980149,0,0,0,1,0,0.140845070422535,"Humanities"
"2772","F",0,1,1851.73613231891,0,0,0,0,0,0.111111111111111,"NatSci"
"2773","F",0,1,589.532930505144,0,0,0,1,0,0.142857142857143,"SocSci"
"2774","M",1,1,587.472775430333,0,1,0,1,0,0.0588235294117647,"Undecided"
"2775","M",0,1,227.669198200473,0,1,0,2,0,0.0344827586206897,"NatSci"
"2776","F",0,1,79.6636933941219,0,0,0,1,0,0.375,"NatSci"
"2777","M",0,1,70.350540495978,0,0,0,1,0,0.0315789473684211,"Inter"
"2778","F",0,1,434.547929890361,0,0,0,1,0,0.369565217391304,"Humanities"
"2779","F",0,1,54.4475140286147,0,0,0,0,0,0.0238095238095238,"SocSci"
"2780","M",1,1,847.71532597372,0,1,0,0,0,0.0263157894736842,"SocSci"
"2781","F",0,1,115.759715569011,0,1,0,0,0,0.0185185185185185,"NatSci"
"2782","M",0,1,266.049855528918,0,0,1,1,0,0.094017094017094,"SocSci"
"2783","F",0,1,549.135251287046,0,1,0,0,0,0.0265486725663717,"Inter"
"2784","M",0,1,245.82541529979,0,1,0,0,0,0.0967741935483871,"NatSci"
"2785","F",1,1,102.279213511599,0,0,0,0,0,0.032258064516129,"Humanities"
"2786","M",1,1,562.380149041257,0,1,0,0,0,0.046875,"NatSci"
"2787","F",1,1,912.336643384056,0,0,0,0,0,0.0416666666666667,"SocSci"
"2788","F",1,1,129.313216065551,0,0,0,0,0,0.0147058823529412,"SocSci"
"2789","M",0,1,67.0657478443714,0,1,0,1,0,0.00671140939597315,"NatSci"
"2790","M",0,1,59.0883140344711,0,1,0,1,0,0.0103092783505155,"NatSci"
"2791","F",0,1,1544.48213150594,0,0,0,0,1,0.00746268656716418,"NatSci"
"2792","F",0,1,40.8491931244962,0,1,0,0,0,0.0181818181818182,"NatSci"
"2793","F",0,1,426.494482837127,0,0,0,1,0,0.171428571428571,"Arts"
"2794","M",0,1,496.890643513559,0,1,0,1,0,0.0714285714285714,"NatSci"
"2795","F",0,1,275.031972666643,0,0,0,2,0,0.142857142857143,"Inter"
"2796","F",1,1,57.1017907028319,0,1,0,1,0,0,"SocSci"
"2797","F",0,1,79.0277460357297,0,1,0,1,0,0.185185185185185,"SocSci"
"2798","M",0,1,138.717800373531,0,1,0,1,0,0,"NatSci"
"2799","M",0,1,211.250965909999,0,0,0,0,0,0,"Undecided"
"2800","F",1,1,63.3694753373291,0,0,0,0,0,0.00769230769230769,"NatSci"
"2801","F",0,1,1085.73026365661,0,0,0,0,0,0.0117647058823529,"Undecided"
"2802","F",0,0,1988.11128919804,0,1,0,0,0,0.0714285714285714,"Humanities"
"2803","M",1,1,206.097118065565,0,0,0,0,0,0.0144927536231884,"Undecided"
"2804","F",1,1,903.102034832062,0,1,0,0,0,0.0444444444444444,"Undecided"
"2805","M",0,1,24.1995734996246,0,1,0,1,0,0.0166666666666667,"NatSci"
"2806","F",0,1,313.65720759747,0,0,0,0,0,0.0606060606060606,"Undecided"
"2807","F",0,0,43.4364450651947,0,0,0,0,0,0,"NatSci"
"2808","F",0,0,552.998115053183,0,0,0,1,0,0,"NatSci"
"2809","F",0,1,209.198569982928,0,0,0,0,0,0.0909090909090909,"Humanities"
"2810","F",0,0,0.552565692394419,0,0,0,1,0,0.0563380281690141,"SocSci"
"2811","F",0,0,2014.50746735906,0,0,0,0,0,0.15,"Humanities"
"2812","M",0,0,581.801866518298,0,1,0,0,0,0.0704225352112676,"NatSci"
"2813","M",0,1,45.5385559667785,0,0,0,0,0,0,"Undecided"
"2814","F",0,1,645.411589796572,0,1,0,0,0,0.115384615384615,"NatSci"
"2815","M",1,1,729.330723935477,0,1,0,1,0,0,"NatSci"
"2816","F",0,1,735.790663428449,0,0,0,2,0,0.16,"Inter"
"2817","F",0,1,3.74225174731996,0,1,0,0,0,0.0909090909090909,"Humanities"
"2818","F",0,1,191.437983166336,0,1,0,1,0,0,"Undecided"
"2819","F",0,1,46.3093522811304,0,0,0,0,0,0,"NatSci"
"2820","M",0,0,193.071848952028,0,1,0,1,0,0.032258064516129,"SocSci"
"2821","F",0,1,652.324751306684,0,1,0,0,0,0.1,"NatSci"
"2822","F",0,1,301.844886657204,0,0,0,0,0,0.0444444444444444,"SocSci"
"2823","M",0,1,398.585249578083,0,1,0,0,0,0.135135135135135,"SocSci"
"2824","F",0,1,424.959609797503,0,0,0,1,0,0.0206896551724138,"Inter"
"2825","M",0,0,444.01684878031,0,1,0,0,0,0.0384615384615385,"SocSci"
"2826","M",0,1,56.9380175867454,0,1,0,0,0,0,"SocSci"
"2827","M",0,1,395.597989788922,0,1,0,0,0,0.037037037037037,"Inter"
"2828","M",0,1,0.389192313276378,0,0,0,1,0,0.0897435897435897,"NatSci"
"2829","F",0,1,60.9077922046167,0,0,0,0,0,0.0714285714285714,"NatSci"
"2830","M",1,1,59.4474182494046,0,1,0,1,0,0,"Undecided"
"2831","F",0,1,713.645697991828,0,0,0,0,0,0.795454545454545,"SocSci"
"2832","M",0,1,1888.06749429924,0,0,0,0,0,0.1,"Humanities"
"2833","F",0,1,581.463238865267,0,0,0,1,0,0.0740740740740741,"SocSci"
"2834","M",0,1,1878.32025447144,0,1,0,0,0,0.0588235294117647,"Inter"
"2835","F",0,1,543.517065492851,0,0,0,0,0,0.0540540540540541,"Humanities"
"2836","F",0,0,980.76764352831,0,1,0,0,0,0,"Undecided"
"2837","F",0,1,428.317087449446,0,0,0,0,0,0.027027027027027,"NatSci"
"2838","F",1,1,1692.69805980787,0,1,0,0,0,0.0285714285714286,"NatSci"
"2839","F",0,1,1944.91195891678,0,1,1,1,0,0.04,"SocSci"
"2840","M",1,1,203.011817498451,0,1,0,0,0,0,"Undecided"
"2841","M",0,1,211.486479898434,0,0,0,0,0,0.25,"SocSci"
"2842","F",0,0,814.427015802007,0,0,0,0,0,0.0645161290322581,"NatSci"
"2843","M",0,0,39.7661298073461,0,0,0,0,0,0.0476190476190476,"Arts"
"2844","F",1,1,66.2077008583956,0,1,0,0,0,0.142857142857143,"NatSci"
"2845","F",1,1,223.91316650431,0,0,0,0,0,0.0273972602739726,"NatSci"
"2846","M",0,1,109.173886661675,0,1,0,0,0,0.00709219858156028,"NatSci"
"2847","F",1,1,1869.25522953335,0,1,0,0,0,0.024390243902439,"NatSci"
"2848","F",0,0,411.17148887611,0,1,0,1,0,0.159090909090909,"SocSci"
"2849","M",0,1,96.8909717901716,0,1,0,0,0,0,"NatSci"
"2850","F",0,1,42.8356266892948,0,0,0,0,0,0,"Undecided"
"2851","F",0,1,208.963975192349,0,0,0,0,0,0,"Inter"
"2852","F",0,1,2017.99250920583,0,0,0,0,0,0.117647058823529,"Undecided"
"2853","F",1,1,1214.64432540656,0,0,0,0,0,0.036036036036036,"SocSci"
"2854","F",0,1,2.26961295128572,0,1,0,1,0,0.0404624277456647,"NatSci"
"2855","F",0,1,178.797867623466,0,0,0,0,0,0,"NatSci"
"2856","M",1,1,1061.5991864397,0,0,0,0,0,0.0666666666666667,"NatSci"
"2857","M",0,1,59.4957831400482,0,1,0,0,0,0,"Undecided"
"2858","F",0,1,227.485341334485,0,1,1,1,0,0.1,"NatSci"
"2859","F",1,1,74.9231174732787,0,0,0,0,0,0,"Humanities"
"2860","M",0,1,84.7566427803867,0,0,1,0,0,0.2,"NatSci"
"2861","F",0,1,118.025117229695,0,1,0,1,0,0.0338983050847458,"Undecided"
"2862","F",0,1,119.752988124606,0,0,0,2,0,0.1,"NatSci"
"2863","F",0,0,53.8628854671013,0,0,0,0,0,0,"Undecided"
"2864","M",1,1,509.008605227791,0,0,0,0,0,0.0140845070422535,"Inter"
"2865","F",0,1,210.189065915831,0,1,0,1,1,0.072289156626506,"Arts"
"2866","F",0,1,200.378787340691,0,0,0,0,0,0,"Inter"
"2867","M",0,1,204.682861699278,0,0,1,1,0,0.15,"SocSci"
"2868","F",1,1,68.872764469721,0,1,0,0,0,0.00684931506849315,"NatSci"
"2869","M",0,0,208.249296170881,0,1,0,1,1,0.0363636363636364,"Undecided"
"2870","F",0,1,515.34239566862,0,0,0,0,5,0.285714285714286,"SocSci"
"2871","F",0,1,54.1505482351433,0,1,0,0,0,0.0898876404494382,"SocSci"
"2872","M",0,0,127.467250297385,0,1,0,1,0,0.0246913580246914,"NatSci"
"2873","M",1,1,1.46091192905258,0,0,0,1,0,0.5,"Inter"
"2874","M",0,1,372.431913336356,0,1,0,0,0,0,"SocSci"
"2875","M",0,0,37.0040540610927,0,1,0,0,0,0,"Inter"
"2876","M",0,1,207.422959039513,0,0,0,0,0,0.0232558139534884,"SocSci"
"2877","F",0,0,1881.00460247069,0,0,0,0,0,0.0454545454545455,"SocSci"
"2878","F",1,1,188.638400905218,0,0,0,0,0,0,"Arts"
"2879","F",1,1,300.084830858991,0,0,0,1,0,0.107142857142857,"SocSci"
"2880","F",1,1,84.7878562403724,0,1,0,1,0,0,"Undecided"
"2881","M",0,1,210.697635743649,0,1,0,0,0,0.0625,"SocSci"
"2882","F",1,1,205.858820339918,0,0,0,0,0,0,"NatSci"
"2883","M",0,1,1775.77397556678,0,1,0,0,0,0.108108108108108,"SocSci"
"2884","M",0,1,173.666948340448,0,1,0,1,0,0.0178571428571429,"Arts"
"2885","F",0,0,1558.55671902121,0,1,0,0,0,0,"NatSci"
"2886","F",0,1,107.859340335491,0,1,0,0,0,0,"NatSci"
"2887","F",0,0,69.8706581562544,0,0,0,1,0,0.0731707317073171,"SocSci"
"2888","M",0,1,58.916607364201,0,1,0,0,0,0,"NatSci"
"2889","F",1,1,62.3629312339762,0,0,0,0,0,0.0454545454545455,"Undecided"
"2890","M",1,1,78.9848779116179,0,1,0,0,0,0.777777777777778,"Undecided"
"2891","F",0,1,250.140115504295,0,1,0,0,0,0.0588235294117647,"Undecided"
"2892","M",1,1,187.580405974196,0,1,0,0,0,0,"Undecided"
"2893","M",1,1,125.259970734471,0,0,0,1,1,0.0898876404494382,"NatSci"
"2894","F",0,1,366.746711949426,0,0,0,0,0,0.0365853658536585,"NatSci"
"2895","F",0,1,213.923370232552,0,0,0,0,2,0.0779220779220779,"Inter"
"2896","F",0,1,1894.22493027323,0,0,0,0,0,0.125,"Undecided"
"2897","M",0,1,99.9657447356625,0,0,0,0,0,0,"Humanities"
"2898","F",0,1,1952.98196207598,0,1,0,2,0,0.241379310344828,"Undecided"
"2899","F",1,1,426.704100293578,0,0,0,0,0,0.0666666666666667,"NatSci"
"2900","M",0,0,151.507552962941,0,1,0,1,0,0.151898734177215,"NatSci"
"2901","F",0,1,451.940207701097,0,0,1,0,1,0.0172413793103448,"SocSci"
"2902","F",1,1,37.7770890770237,0,0,0,0,0,0.0206896551724138,"SocSci"
"2903","F",1,1,923.82706599812,0,0,0,0,0,0,"Inter"
"2904","F",0,0,70.923488127866,0,0,0,1,0,0.0144927536231884,"SocSci"
"2905","F",1,1,74.6367339792998,0,0,0,0,0,0,"SocSci"
"2906","M",0,1,54.4318987382577,0,1,0,1,0,0.0208333333333333,"SocSci"
"2907","F",0,1,111.988961846717,0,1,0,1,0,0.0689655172413793,"Undecided"
"2908","M",0,0,60.5206087008626,0,0,0,2,0,0.0952380952380952,"NatSci"
"2909","F",1,1,913.008386494309,0,0,0,0,0,0.046875,"SocSci"
"2910","F",1,1,210.794870706974,0,0,0,0,0,0.12,"NatSci"
"2911","F",0,0,825.929735617813,0,0,0,0,0,0.0555555555555556,"SocSci"
"2912","F",0,1,2017.65749264794,0,0,0,1,0,0.166666666666667,"Inter"
"2913","M",0,1,56.2529236487753,0,1,0,0,0,0,"Undecided"
"2914","F",0,1,556.520807252898,0,1,0,1,0,0.0134228187919463,"Arts"
"2915","F",1,1,0.808144804470589,0,0,0,0,0,0.046875,"Humanities"
"2916","F",0,1,1661.97680473095,0,1,0,0,0,0,"SocSci"
"2917","M",1,1,100.642214668944,0,0,0,0,0,0.0754716981132075,"NatSci"
"2918","F",0,1,109.474274758134,0,0,0,0,0,0.0816326530612245,"NatSci"
"2919","F",0,0,1917.86154051126,0,0,0,1,0,0.148936170212766,"Undecided"
"2920","M",1,1,794.270933344504,0,1,0,0,0,0.0263157894736842,"Undecided"
"2921","M",0,0,3.651669843888,0,1,0,1,0,0.0204081632653061,"NatSci"
"2922","M",0,0,827.639972903562,0,1,0,0,0,0.027027027027027,"SocSci"
"2923","F",0,1,52.9228283890991,0,1,0,1,0,0.0421052631578947,"NatSci"
"2924","M",0,1,104.893630118572,0,1,0,1,0,0,"NatSci"
"2925","F",1,1,67.8804687161951,0,0,0,1,0,0.0714285714285714,"NatSci"
"2926","M",0,1,2013.44197750528,0,1,0,0,0,0.0833333333333333,"Inter"
"2927","F",0,1,66.0630667141403,0,0,0,1,0,0,"Arts"
"2928","M",0,1,35.6771306699874,0,1,0,1,0,0.025,"NatSci"
"2929","M",0,1,138.717800373531,0,0,0,0,0,0.0454545454545455,"Arts"
"2930","M",0,1,42.7129736700566,0,0,0,0,0,0.333333333333333,"Undecided"
"2931","F",0,0,83.5830628040042,0,1,0,0,0,0.0277777777777778,"SocSci"
"2932","M",0,1,208.299548901425,0,1,0,1,0,0.105263157894737,"NatSci"
"2933","F",0,1,773.623268323287,0,0,0,0,0,0,"NatSci"
"2934","F",0,1,516.17999371569,1,0,0,0,0,0.0540540540540541,"NatSci"
"2935","M",1,1,236.840168987874,0,0,0,0,1,0.0803571428571429,"SocSci"
"2936","F",0,1,94.9428128155304,0,1,0,1,0,0.138888888888889,"SocSci"
"2937","F",0,1,177.438516672689,0,0,0,0,0,0,"Arts"
"2938","F",0,1,515.234150529024,0,0,0,1,4,0.10752688172043,"NatSci"
"2939","F",0,1,426.744133782245,1,0,0,2,0,0.0909090909090909,"SocSci"
"2940","F",0,0,1935.03309281385,0,0,0,0,0,0.0128205128205128,"NatSci"
"2941","F",0,1,2017.03222046277,0,0,0,1,0,0.135135135135135,"NatSci"
"2942","M",1,0,68.9698674522447,0,1,0,0,0,0,"SocSci"
"2943","F",0,1,56.76049639249,0,1,0,1,0,0.0192307692307692,"Undecided"
"2944","F",0,1,65.7006575925549,0,1,0,1,0,0.454545454545455,"SocSci"
"2945","M",0,0,2016.26597862454,1,0,1,0,0,0.00699300699300699,"Humanities"
"2946","F",1,1,1286.71987751987,0,0,0,0,0,0.176470588235294,"Humanities"
"2947","F",0,1,558.446822987771,0,0,0,0,0,0,"SocSci"
"2948","F",1,1,42.1196524650271,0,0,0,0,0,0.0697674418604651,"SocSci"
"2949","M",0,1,114.303010071262,0,0,0,2,0,0.115384615384615,"Undecided"
"2950","M",0,1,4405.85040835373,0,0,0,0,0,0.0294117647058824,"Arts"
